,factor_idx,cell_type_compared,"CL_A vs HC1, pval","CL_UA vs HC1, pval","SSC_A vs HC1, pval","SSC_UA vs HC2, pval","HC1 vs HC2, pval","CL_A vs HC1, pval adjusted (FDR)","CL_UA vs HC1, pval adjusted (FDR)","SSC_A vs HC1, pval adjusted (FDR)","SSC_UA vs HC2, pval adjusted (FDR)","HC1 vs HC2, pval adjusted (FDR)",factor,cell_type,population_size
18,1,CD4_T,6.971643641690211e-11,9.714986286066501e-05,0.007897284099057945,0.6178127448550574,0.0069397274170755925,2.619602578669433e-10,0.00031796151377387746,0.017533572853910138,0.7486115635086564,0.025708313203031092,1-X-global-X-all_retinol_metabolism,global,261290.0
19,1,CD8_T,0.001617290210556146,0.6916517566233171,0.6263482343131259,0.5296546957309931,0.7416141420393526,0.00338067070276619,0.8048292476826375,0.7157292309869155,0.6804294733858907,0.857894536034512,1-X-global-X-all_retinol_metabolism,global,261290.0
20,1,DC,0.2814097910039546,0.7486165985968123,0.19587959278410327,0.9335598520103533,0.4972919884191309,0.35663344563179095,0.8460591636034972,0.29373551267339265,0.9550126392620031,0.6850969879794636,1-X-global-X-all_retinol_metabolism,global,261290.0
21,1,Endothelial Cells,0.0009795018605183003,2.446241096560444e-06,0.8128659604257296,0.00036504252926989987,0.014255923948323977,0.0021139372527948365,9.198356821926995e-06,0.8630689297197093,0.0013409569274508981,0.04847014142430152,1-X-global-X-all_retinol_metabolism,global,261290.0
22,1,Fibroblasts,4.6084665433852487e-10,0.00019475391439268972,1.346851417932977e-32,7.590856033215917e-14,0.03172099701861083,1.6513147852935e-09,0.0006181524545648333,1.1283908290912164e-31,5.696395248926174e-13,0.0951086742801157,1-X-global-X-all_retinol_metabolism,global,261290.0
23,1,Keratinocytes,9.633429527957503e-12,0.12309743411981827,0.07802816386289171,6.409941127191052e-10,0.1500353839662316,3.734642458329208e-11,0.21935271789122376,0.13621865894708216,3.837920630749282e-09,0.30571600929969533,1-X-global-X-all_retinol_metabolism,global,261290.0
24,1,MDC,0.5301286868926711,0.7009712915322664,0.402385505607297,0.8781347558630859,0.8732572411645712,0.606438587161847,0.8123102127551282,0.5203670755674867,0.9268318007934078,0.9275415883683742,1-X-global-X-all_retinol_metabolism,global,261290.0
25,1,Melanocytes,0.02181951407815262,0.11353324821569133,0.42643689441680666,0.03815904878593814,1.1679842271819486e-05,0.037129221720938035,0.20515657133712645,0.5419968561266599,0.08984737035971899,7.383178273630297e-05,1-X-global-X-all_retinol_metabolism,global,261290.0
26,1,NK,0.09099133075404459,0.8825916022796844,0.554905250383481,0.30812442148108554,0.40879193194709884,0.132882252001945,0.932132369166786,0.6562173075786641,0.46457450804826134,0.6028590731381557,1-X-global-X-all_retinol_metabolism,global,261290.0
27,1,Schwann Cells,0.5079485068241705,0.21712815744346126,0.10570061055304003,0.5103208505528212,0.36980101891581096,0.5846304790419298,0.3492266414729032,0.17626835150321246,0.6647636897172603,0.5634489234450132,1-X-global-X-all_retinol_metabolism,global,261290.0
28,1,Smooth Muscle Cells,0.00011753446589214125,0.6804843105838274,1.836207503889159e-08,0.06929211368983926,0.045851689551051594,0.00028373554656774724,0.7987897393289041,7.419690783022887e-08,0.14703536336020934,0.12818463289604792,1-X-global-X-all_retinol_metabolism,global,261290.0
29,1,T,0.9054919415751007,0.7190541332255483,0.1856685857249868,0.03485243115901007,0.10435908885056355,0.9239380594069082,0.8266997946670618,0.28157369274824273,0.08336968163856097,0.2404378481280747,1-X-global-X-all_retinol_metabolism,global,261290.0
30,1,Treg,0.00015725593712532685,0.5186069755884507,0.2851013566588393,0.5814195883523692,0.06819369425740458,0.0003744630270713245,0.6647736561166744,0.39599530022486024,0.7240512510699202,0.17525512521240033,1-X-global-X-all_retinol_metabolism,global,261290.0
31,1,pDC,0.4699970468868625,0.841131840226228,0.5688114004133373,0.5875938479556577,0.5126907602619233,0.5481559696484656,0.9077574293873497,0.6672546418872847,0.7240512510699202,0.6917967027115035,1-X-global-X-all_retinol_metabolism,global,261290.0
32,2,global,6.12636595193925e-219,1.8873089019992301e-119,7.719671601680588e-61,0.10608362187854871,3.927789771131377e-43,2.1033856434991423e-217,8.9315618578396e-118,9.988038158529094e-60,0.2070818527417378,8.25307186710125e-41,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
33,2,B_memory,0.05757372137690294,0.8758404206022544,0.9057093242039531,0.3552965072199611,0.1976804946545292,0.08873996458000699,0.9272047016170178,0.9336128493020733,0.5122152010652066,0.3732622711790949,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
34,2,CD4_T,4.804504255228434e-06,0.8903850476103673,0.9067808045935359,0.0550194452471772,0.3437332305066968,1.331823791699998e-05,0.9376889845824498,0.93416739880954,0.12153790827730103,0.5360103860843624,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
35,2,CD8_T,0.02454424336789514,0.5713382410161987,0.5710292912293962,0.5762041430501015,0.4928989326181892,0.04139034042104435,0.710857361453835,0.6695573363455397,0.7206667532005198,0.6813679192219336,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
36,2,DC,0.21032514055879892,0.7809374432409326,0.31552531991768507,0.9151284955510608,0.01786928828532053,0.27794665744789204,0.8694922402171723,0.429392358944974,0.9446197655982949,0.059073235596468696,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
37,2,Endothelial Cells,3.852714511679468e-18,1.1849318111107435e-30,3.785777691227376e-05,0.3070564258689459,1.712807255672047e-07,1.8465610702419933e-17,1.1591148610362636e-29,0.00011670592847428055,0.46328889818589203,1.4323428736567144e-06,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
38,2,Fibroblasts,0.898098417257766,1.0945154532851028e-05,3.2556330936532433e-19,0.8426461494263304,1.1385932230052809e-07,0.9176640703861204,3.903251647051354e-05,1.9657288093058034e-18,0.9042737942669078,9.837220724418982e-07,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
39,2,Keratinocytes,3.2896122709989153e-149,5.319426091961658e-24,3.395954659193819e-237,0.00012112388983161501,1.4105555027372629e-98,7.111248254961853e-148,4.2146222113234675e-23,1.651754613402327e-235,0.00047695936528146447,2.469882685292947e-95,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
40,2,MDC,0.00018404973665221344,0.3289162571691532,0.00668196026555221,0.34544108231664494,0.6204951882896186,0.0004345228164647538,0.4783491414478299,0.015116424321682068,0.5025206329020593,0.7756928186780977,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
41,2,Melanocytes,0.0002913018160835968,4.546307147204295e-83,0.0010210446215782982,1.0478059317656407e-13,2.4860944529613597e-21,0.0006702621287284862,1.2979212741447912e-81,0.002695249948316985,7.807268878815476e-13,9.196798705215509e-20,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
42,2,NK,0.0030820720146650573,0.11768129319314052,0.17861137017939988,0.0027099803742922732,0.28263637193510727,0.0061465923663764415,0.2114158116086071,0.2731496816840922,0.008606727270953634,0.4682084080022449,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
43,2,Schwann Cells,0.4407368649697243,0.40600119927487677,0.12740487387586466,0.6399223535739367,0.9868015035181529,0.518984701117678,0.5585972498142817,0.20643362198331805,0.7658947649405079,0.9941826424972875,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
44,2,Smooth Muscle Cells,0.17377765260775357,6.683517888854238e-17,0.005133262534508671,0.0014544432271511396,0.07442159359820091,0.23551445024471865,4.224851921799195e-16,0.011884102289014566,0.004885032143366328,0.18732110507589836,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
45,2,T,2.3411099696758308e-07,0.017866777491669598,0.30813898448136656,0.38090846734467876,0.5223281575338825,7.217048515673204e-07,0.041640801810654576,0.4216343020267305,0.5397658966715936,0.7004824640095698,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
46,2,Treg,1.660787950964759e-07,0.25308509568321635,0.5863128145396705,0.9788683988178452,0.2204610588872904,5.174447868575254e-07,0.39356646886296914,0.6825257291046588,0.9867579541335906,0.4049237560611666,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
47,2,pDC,0.026155467710084538,0.18144920772142048,0.7670028959158551,0.4476990724652935,0.8272593465627113,0.04374233425058073,0.30143981282752114,0.8259668331787591,0.6039260666340801,0.9000814721404148,2-X-global-X-all_RIG-I-like-receptor_signaling,global,261290.0
48,3,global,2.2688857199579633e-184,2.5320492181132113e-72,9.985957019699317e-184,4.291157186713658e-48,2.633720044603454e-05,6.33960462071233e-183,5.757945689501601e-71,3.6682679877259095e-182,1.1270724350903424e-46,0.00015615046720431088,3-X-global-X-all_propanoate_metabolism,global,261290.0
49,3,B_memory,0.2412069590383754,0.989611547384394,0.3718851471111323,0.24247427123413368,0.5581846494226574,0.311853348714887,0.9941536543144429,0.48947949831490306,0.39011251050318657,0.7308323949398527,3-X-global-X-all_propanoate_metabolism,global,261290.0
50,3,CD4_T,3.4456377995284815e-43,0.22148167032594268,1.1286722534312226e-07,0.015210815642286931,0.0007302745117736956,2.6617552001357522e-42,0.35503302234427125,4.3530949686301114e-07,0.04087080029101445,0.0034068667942692924,3-X-global-X-all_propanoate_metabolism,global,261290.0
51,3,CD8_T,4.861815571028124e-05,0.6556895010187245,0.2865211806563772,0.15179220013786826,0.8079913143605526,0.00012243105078912144,0.7788644568309389,0.39771318819850665,0.27438555654653196,0.9000814721404148,3-X-global-X-all_propanoate_metabolism,global,261290.0
